Rank_In_Year	Released	Release_Year	Title	TheatricalDistributor	Genre	Full_Genre	ProductionMethod	CreativeType	MaximumTheaters	ProductionBudgetM	OpeningWkendRevenueM	DomBoxOfficeM	InflAdjDomBoxOfficeM	InternationalBoxOfficeM	WorldwideBoxOfficeM	MPAA_Rating	Runtime_h	IMDB_Rating	RottenTomatoes_Rating
91	12/13/24	2024	The Lord of the Rings: The War of the Rohirrim	Warner Bros.	Adventure	Adventure	Digital Animation	Fantasy	2602	30	4.55	9.16	9.16	11.6	20.76	PG-13	2.233	6.3	49
92	6/21/24	2024	Thelma	Magnolia Pictures	Action	Action	Live Action	Contemporary Fiction	1290	0	2.3	9	9	4.09	13.09	PG-13	1.633	7	98
93	11/1/24	2024	A Real Pain	Searchlight Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	1185	0	0.23	8.34	8.34	16.46	24.8	R	1.5	7	96
94	4/19/24	2024	Spy x Family Code: White	Crunchyroll	Action	Action	Digital Animation	Contemporary Fiction	2009	0	4.82	8.11	8.11	87.64	95.75				
95	12/25/24	2024	The Fire Inside	Amazon MGM Studios	Drama	Drama	Live Action	Dramatization	2032	0	1.96	8.09	8.09	0.01	8.1	PG-13	1.817	6.7	93
96	3/8/24	2024	Love Lies Bleeding	A24	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	1828	0	0.15	7.83	7.83	4.44	12.27	R	1.733	6.6	94
97	2/29/24	2024	The Chosen: Season 4 Episodes 7-8	Fathom Events	Drama	Drama	Live Action	Dramatization	2215	0	3.29	7.73	7.73	0	7.73				
98	9/27/24	2024	Megalopolis	Lionsgate	Drama	Drama	Live Action	Science Fiction	1854	0	4.01	7.63	7.63	4.62	12.25	R	2.3	4.7	46
99	5/24/24	2024	Sight	Angel Studios	Drama	Drama	Live Action	Dramatization	2118	0	2.8	7.21	7.21	0	7.21				
100	5/31/24	2024	Haikyu!! The Movie: Decisive Battle at the Garbage Dump	Crunchyroll	Drama	Drama	Hand Animation	Contemporary Fiction	1119	0	3.65	7.07	7.07	102.13	109.2				
1	4/4/25	2025	A Minecraft Movie	Warner Bros.	Adventure	Adventure	Live Action	Kids Fiction	4289	150	162.75	424.09	424.09	534.15	958.24	PG	1.683	5.6	
2	5/23/25	2025	Lilo & Stitch	Walt Disney	Adventure	Adventure	Animation/Live Action	Kids Fiction	4410	100	146.02	423.78	423.78	614.25	1038.03	PG	1.8	6.7	72
3	11/26/25	2025	Zootopia 2	Walt Disney	Adventure	Adventure	Digital Animation	Kids Fiction	4000	0	100.26	379.26	379.26	1276.92	1656.19	PG	1.8	7.6	91
4	7/11/25	2025	Superman	Warner Bros.	Action	Action	Live Action	Super Hero	4275	225	125.02	354.22	354.22	262.6	616.82	PG-13	2.15	7.1	83
5	12/19/25	2025	Avatar: Fire and Ash	20th Century Studios	Action	Action	Animation/Live Action	Science Fiction	3835	400	89.16	344.43	344.43	888.35	1232.78	PG-13	3.283	7.5	66
6	11/21/25	2025	Wicked: For Good	Universal	Other	Musical	Live Action	Fantasy	4115	150	147	341.9	341.9	181.19	523.08	PG	2.283	6.9	66
7	7/2/25	2025	Jurassic World Rebirth	Universal	Action	Action	Live Action	Science Fiction	4324	225	92.02	339.64	339.64	529.5	869.15	PG-13	2.217	5.9	50
8	4/18/25	2025	Sinners	Warner Bros.	Horror	Horror	Live Action	Historical Fiction	3518	90	48.01	279.99	279.99	88.27	368.26	R	2.283	7.5	97
9	7/25/25	2025	The Fantastic Four: First Steps	Walt Disney	Action	Action	Live Action	Super Hero	4125	200	117.64	274.29	274.29	246.14	520.43	PG-13	1.917	6.9	
10	6/13/25	2025	How to Train Your Dragon	Universal	Adventure	Adventure	Animation/Live Action	Fantasy	4373	150	84.63	262.96	262.96	373.29	636.25	PG	2.083	7.8	77
11	2/14/25	2025	Captain America: Brave New World	Walt Disney	Action	Action	Live Action	Super Hero	4105	180	88.84	200.5	200.5	213.14	413.64	PG-13	1.967	5.6	46
12	5/23/25	2025	Mission: Impossible - The Final Reckoning	Paramount Pictures	Action	Action	Live Action	Contemporary Fiction	3861	400	64.04	197.41	197.41	393.94	591.35	PG-13	2.817	7.2	80
13	5/2/25	2025	Thunderbolts*	Walt Disney	Action	Action	Live Action	Super Hero	4330	180	74.3	190.27	190.27	192.16	382.44	PG-13	2.117	7.1	88
14	6/27/25	2025	F1: The Movie	Warner Bros.	Action	Action	Live Action	Contemporary Fiction	3732	0	57	189.64	189.64	441.07	630.71	PG-13	2.583	7.7	82
15	9/5/25	2025	The Conjuring: Last Rites	Warner Bros.	Horror	Horror	Live Action	Contemporary Fiction	3802	55	84.01	177.76	177.76	316.9	494.66	R	2.25	6.2	
16	8/8/25	2025	Weapons	Warner Bros.	Horror	Horror	Live Action	Contemporary Fiction	3631	38	43.5	151.57	151.57	117.5	269.07	R	2.133	7.5	93
17	5/16/25	2025	Final Destination: Bloodlines	Warner Bros.	Horror	Horror	Live Action	Contemporary Fiction	3523	50	51.6	138.25	138.25	177.65	315.9	R	1.833	6.7	92
18	9/12/25	2025	Demon Slayer -Kimetsu no Yaiba	Sony Pictures	Action	Action	Digital Animation	Fantasy	3342	0	70.61	134.51	134.51	644.93	779.44	R	2.583	8.5	98
19	12/5/25	2025	Five Nights at Freddy's 2	Universal	Horror	Horror	Live Action	Contemporary Fiction	3579	51	64.01	126.99	126.99	109.36	236.35	PG-13	1.733	5.3	16
20	1/31/25	2025	Dog Man	Universal	Adventure	Adventure	Digital Animation	Kids Fiction	3887	40	36	97.97	97.97	47.63	145.6	PG	1.483	6.3	82
21	12/19/25	2025	The Housemaid	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3123	35	19.01	94.87	94.87	98.35	193.21	R	2.183	6.9	73
22	8/8/25	2025	Freakier Friday	Walt Disney	Comedy	Comedy	Live Action	Contemporary Fiction	3975	42	28.58	94.19	94.19	58.97	153.16	PG	1.833	6.4	74
23	11/7/25	2025	Predator: Badlands	20th Century Studios	Action	Action	Live Action	Science Fiction	3725	105	40.02	91.08	91.08	93.4	184.47	PG-13	1.783	7.3	86
24	3/21/25	2025	Disney's Snow White	Walt Disney	Other	Musical	Animation/Live Action	Kids Fiction	4200	269.4	42.21	87.2	87.2	118.48	205.68				
25	8/1/25	2025	The Bad Guys 2	Universal	Comedy	Comedy	Digital Animation	Kids Fiction	3860	80	22	82.59	82.59	156.82	239.41	PG	1.733	7	87
26	10/17/25	2025	Black Phone 2	Universal	Horror	Horror	Live Action	Historical Fiction	3460	30	27.33	77.38	77.38	54.81	132.19	R	1.9	6.1	72
27	12/19/25	2025	David	Angel Studios	Other	Musical	Digital Animation	Dramatization	3118	60.9	22	75.29	75.29	0.26	75.54	PG	1.817	7.5	76
28	10/10/25	2025	Tron: Ares	Walt Disney	Action	Action	Live Action	Science Fiction	4000	180	33.24	73.16	73.16	69.09	142.25	PG-13	1.983	6.3	53
29	6/20/25	2025	Elio	Walt Disney	Adventure	Adventure	Digital Animation	Science Fiction	3750	150	20.84	72.99	72.99	81.11	154.1	PG	1.633	6.7	83
30	9/26/25	2025	One Battle After Another	Warner Bros.	Action	Action	Live Action	Contemporary Fiction	3634	140	22	71.6	71.6	134.48	206.08	R	2.683	7.9	95
31	6/20/25	2025	28 Years Later	Sony Pictures	Horror	Horror	Live Action	Science Fiction	3444	60	30	70.45	70.45	79.56	150.01	R	1.917	6.6	89
32	12/19/25	2025	Marty Supreme	A24	Drama	Drama	Live Action	Dramatization	2887	70	0.88	70.13	70.13	8.51	78.64	R	2.5	8.3	94
33	4/25/25	2025	The Accountant 2	Amazon MGM Studios	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3610	80	24.53	65.52	65.52	37.7	103.22	R	2.2	6.6	75
34	12/19/25	2025	The SpongeBob Movie: Search for SquarePants	Paramount Pictures	Adventure	Adventure	Digital Animation	Kids Fiction	3570	0	15.61	63.95	63.95	68.47	132.42	PG	1.467	5.9	87
35	11/14/25	2025	Now You See Me: Now You Don't	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3403	90	21.01	61.88	61.88	177.96	239.84	PG-13	1.883	6	
36	4/11/25	2025	The King of Kings	Angel Studios	Drama	Drama	Digital Animation	Historical Fiction	3535	25	19.37	60.27	60.27	22.82	83.09	PG	1.717	6.8	61
37	6/6/25	2025	From the World of John Wick: Ballerina	Lionsgate	Action	Action	Live Action	Contemporary Fiction	3409	90	24.5	58.05	58.05	73.73	131.78				
38	12/25/25	2025	Anaconda	Sony Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	3509	0	14.5	54.53	54.53	55.8	110.33	PG-13	1.65	6.1	
39	8/1/25	2025	The Naked Gun	Paramount Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	3363	0	16.81	52.65	52.65	49.34	101.99	PG-13	1.417	6.5	87
40	5/30/25	2025	Karate Kid: Legends	Sony Pictures	Drama	Drama	Live Action	Contemporary Fiction	3859	45	20.3	52.55	52.55	61.97	114.52	PG-13	1.567	6.3	
41	1/17/25	2025	One of Them Days	Sony Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	2675	14	11.81	50.05	50.05	1.36	51.42	R	1.617	6.5	94
42	10/24/25	2025	Regretting You	Paramount Pictures	Drama	Drama	Live Action	Contemporary Fiction	3425	0	13.69	48.85	48.85	41.58	90.44	PG-13	1.933	6	28
43	3/7/25	2025	Mickey 17	Warner Bros.	Comedy	Black Comedy	Live Action	Science Fiction	3807	118	19	46.14	46.14	87.3	133.44	R	2.283	6.7	78
44	2/14/25	2025	Paddington in Peru	Sony Pictures	Adventure	Adventure	Animation/Live Action	Kids Fiction	3890	75.34	12.76	45.77	45.77	146.34	192.12				
45	9/12/25	2025	Downton Abbey: The Grand Finale	Focus Features	Drama	Drama	Live Action	Historical Fiction	3711	0	18.11	45.19	45.19	57.74	102.93	PG	2.05	7.3	91
46	10/24/25	2025	Chainsaw Man - The Movie: Reze Arc	Sony Pictures	Action	Action	Digital Animation	Contemporary Fiction	3003	0	18.03	43.44	43.44	131.05	174.49	R	1.667	8.4	96
47	4/11/25	2025	The Amateur	20th Century Studios	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3400	60	14.8	40.76	40.76	55.19	95.95	PG-13	2.033	6.5	62
48	2/21/25	2025	The Monkey	Neon	Comedy	Black Comedy	Live Action	Contemporary Fiction	3227	11	14.01	39.72	39.72	23.96	63.68	R	1.633	5.9	77
49	11/14/25	2025	The Running Man	Paramount Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Science Fiction	3534	110	16.5	37.82	37.82	30.75	68.56	R	2.217	6.4	63
50	3/28/25	2025	A Working Man	Amazon MGM Studios	Action	Action	Live Action	Contemporary Fiction	3262	40	15.51	37	37	61.01	98.01	R	1.933	5.7	47
51	6/13/25	2025	Materialists	A24	Comedy	Romantic Comedy	Live Action	Contemporary Fiction	2844	20	11.34	36.5	36.5	69.93	106.44	R	1.933	6.3	77
52	1/10/25	2025	Den of Thieves 2: Pantera	Lionsgate	Action	Action	Live Action	Contemporary Fiction	3008	40	15.02	36.02	36.02	22.36	58.37				
53	9/12/25	2025	The Long Walk	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	2845	20	11.7	35.16	35.16	27.71	62.87	R	1.8	6.8	88
54	10/3/25	2025	Taylor Swift | The Official Release	AMC Theatres Distribution	Other	Documentary	Live Action	Factual	3702	0	34.06	34.06	34.06	16	50.06				
55	7/18/25	2025	I Know What You Did Last Summer	Sony Pictures	Horror	Horror	Live Action	Contemporary Fiction	3206	18	12.76	32.17	32.17	31.19	63.35	R	1.85	5.1	
56	9/26/25	2025	Gabby's Dollhouse: The Movie	Universal	Other	Musical	Animation/Live Action	Kids Fiction	3507	32	13.7	32.01	32.01	47.94	79.95	G	1.633	5.7	87
57	12/25/25	2025	Song Sung Blue	Focus Features	Drama	Drama	Live Action	Dramatization	2705	0	7.07	31.64	31.64	9.56	41.21	PG-13	2.2	7.5	80
58	7/18/25	2025	Smurfs	Paramount Pictures	Adventure	Adventure	Animation/Live Action	Kids Fiction	3504	58	11.08	31.08	31.08	89.52	120.6	PG	1.483	4.3	20
59	2/7/25	2025	Heart Eyes	Sony Pictures	Horror	Horror	Live Action	Contemporary Fiction	3102	18	8.31	30.42	30.42	2.51	32.93	R	1.617	6.1	78
60	1/24/25	2025	Flight Risk	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3161	25	11.58	29.78	29.78	18.92	48.7	R	1.517	5.3	29
61	4/11/25	2025	Warfare	A24	Drama	Drama	Live Action	Dramatization	2670	20	8.32	25.78	25.78	7.44	33.22	R	1.583	7.2	92
62	9/19/25	2025	Him	Universal	Horror	Horror	Live Action	Contemporary Fiction	3168	27	13.25	25.01	25.01	2.82	27.83	R	1.6	5.1	30
63	6/20/25	2025	KPop Demon Hunters	Netflix	Other	Musical	Digital Animation	Fantasy	2890	0	0	24.3	24.3	0.39	24.69	PG	1.583	7.5	95
64	6/27/25	2025	M3GAN 2.0	Universal	Horror	Horror	Live Action	Science Fiction	3133	25	10.2	24.1	24.1	14.98	39.09	PG-13	2	6	57
65	2/14/25	2025	Ne Zha 2	CMC Pictures	Action	Action	Digital Animation	Fantasy	2228	80	7.2	23.25	23.25	1977.9	2001.16	PG-13	2.4	8	92
66	10/10/25	2025	Roofman	Paramount Pictures	Comedy	Black Comedy	Live Action	Dramatization	3370	0	8.11	22.74	22.74	6.49	29.23	R	2.1	7	87
67	10/24/25	2025	Springsteen: Deliver Me From Nowhere	20th Century Studios	Drama	Drama	Live Action	Dramatization	3460	0	8.89	22.64	22.64	22.6	45.24	PG-13	1.983	6.9	60
68	3/28/25	2025	The Woman in the Yard	Universal	Horror	Horror	Live Action	Contemporary Fiction	2845	12	9.4	22.41	22.41	0.91	23.31	PG-13	1.467	5	41
69	8/15/25	2025	Nobody 2	Universal	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3282	25	9.25	21.6	21.6	18.42	40.03	R	1.483	6.3	76
70	3/14/25	2025	Black Bag	Focus Features	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	2713	60	7.61	21.47	21.47	22.41	43.89	R	1.55	6.7	96
71	7/30/25	2025	Together	Neon	Horror	Horror	Live Action	Science Fiction	2302	0	6.76	21.27	21.27	13.3	34.57	R	1.7	6.7	90
72	2/28/25	2025	Last Breath	Focus Features	Thriller/Suspense	Thriller/Suspense	Live Action	Dramatization	3090	0	7.85	21.05	21.05	2.44	23.49	PG-13	1.55	6.6	91
73	1/31/25	2025	Companion	Warner Bros.	Comedy	Black Comedy	Live Action	Science Fiction	3285	10	9.3	20.87	20.87	16	36.87	R	1.617	6.9	93
74	1/17/25	2025	Wolf Man	Universal	Horror	Horror	Live Action	Contemporary Fiction	3354	25	10.9	20.71	20.71	14.45	35.15	R	1.717	5.6	48
75	3/27/25	2025	The Chosen: Last Supper - Part 1	Fathom Events	Drama	Drama	Live Action	Dramatization	2478	0	11.82	20.26	20.26	3.62	23.87				
76	4/25/25	2025	Until Dawn	Sony Pictures	Horror	Horror	Live Action	Contemporary Fiction	3055	15	8	20.17	20.17	30	50.17	R	1.717	5.7	51
77	3/14/25	2025	Novocaine	Paramount Pictures	Action	Action	Live Action	Contemporary Fiction	3369	18	8.81	19.86	19.86	13.68	33.54	R	1.833	6.5	81
78	5/30/25	2025	The Phoenician Scheme	Focus Features	Comedy	Black Comedy	Live Action	Historical Fiction	1731	0	0.56	19.56	19.56	21.01	40.57	PG-13	1.683	6.6	77
79	5/30/25	2025	Bring Her Back	A24	Horror	Horror	Live Action	Contemporary Fiction	2449	17.5	7.08	19.32	19.32	19.77	39.09	R	1.733	7.1	89
80	8/29/25	2025	Caught Stealing	Sony Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Historical Fiction	3578	0	7.8	19.01	19.01	9.38	28.38	R	1.783	7	85
81	10/24/25	2025	Bugonia	Focus Features	Comedy	Black Comedy	Live Action	Science Fiction	2043	0	0.71	17.69	17.69	21.84	39.53	R	1.967	7.5	87
82	4/11/25	2025	Drop	Universal	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3089	11	7.4	16.6	16.6	12.14	28.74	PG-13	1.583	6.1	83
83	10/17/25	2025	Good Fortune	Lionsgate	Comedy	Comedy	Live Action	Contemporary Fiction	2990	30	6.16	16.59	16.59	9.39	25.98	R	1.617	6.5	78
84	12/5/25	2025	Jujutsu Kaisen: Execution	GKIDS	Action	Action	Digital Animation	Science Fiction	1935	0	10.08	16.56	16.56	28	44.56				
85	5/9/25	2025	Friendship	A24	Comedy	Black Comedy	Live Action	Contemporary Fiction	1293	0	0.45	16.23	16.23	0.75	16.98				
86	11/26/25	2025	Eternity	A24	Comedy	Romantic Comedy	Live Action	Contemporary Fiction	2386	0	3.18	16.12	16.12	6.18	22.29	PG-13	1.9	7	77
87	2/7/25	2025	Love Hurts	Universal	Action	Action	Live Action	Contemporary Fiction	3055	18	5.8	15.68	15.68	1.99	17.67	R	1.383	5.3	18
88	8/29/25	2025	The Roses	Searchlight Pictures	Comedy	Black Comedy	Live Action	Contemporary Fiction	2700	0	6.27	15.3	15.3	36.62	51.92	R	1.75	6.7	64
89	5/23/25	2025	The Last Rodeo	Angel Studios	Drama	Drama	Live Action	Contemporary Fiction	2205	0	5.43	15.2	15.2	0	15.2	PG	1.933	6.3	69
90	9/26/25	2025	The Strangers: Chapter 2	Lionsgate	Horror	Horror	Live Action	Contemporary Fiction	2690	8.5	5.81	15.15	15.15	6.77	21.92	R	1.633		21
91	11/7/25	2025	Nuremberg	Sony Pictures Classics	Drama	Drama	Live Action	Dramatization	1830	0	3.88	14.45	14.45	24.98	39.42	PG-13	2.467	7.4	72
92	11/26/25	2025	Hamnet	Focus Features	Drama	Drama	Live Action	Historical Fiction	749	0	0.93	12.99	12.99	4.32	17.3	PG-13	2.083	8.1	87
93	3/28/25	2025	Death of a Unicorn	A24	Comedy	Black Comedy	Live Action	Contemporary Fiction	3050	15	5.79	12.52	12.52	3.44	15.96	R	1.783	5.9	52
94	12/5/25	2025	Dhurandhar	Yash Raj Films	Action	Action	Live Action	Dramatization	400	0	2.12	12.4	12.4	7.93	20.33				
95	4/4/25	2025	The Chosen: Last Supper - Part 2	Fathom Events	Drama	Drama	Live Action	Dramatization	2313	0	6.99	12.36	12.36	0.18	12.54				
96	4/11/25	2025	The Chosen: Last Supper - Part 3	Fathom Events	Drama	Drama	Live Action	Dramatization	2297	0	6.07	11.69	11.69	0.11	11.8				
97	11/7/25	2025	Sarah's Oil	Amazon MGM Studios	Drama	Drama	Live Action	Dramatization	2410	0	4.26	11.68	11.68	0	11.68	PG	1.717	6.7	
98	10/3/25	2025	The Smashing Machine	A24	Drama	Drama	Live Action	Dramatization	3345	0	5.84	11.41	11.41	9	20.41	R	2.05	6.4	71
99	2/7/25	2025	Becoming Led Zeppelin	Sony Pictures Classics	Other	Documentary	Live Action	Factual	1039	0	2.58	10.4	10.4	2.78	13.19	PG-13	2.033	7.5	85
100	7/18/25	2025	Eddington	A24	Comedy	Black Comedy	Live Action	Historical Fiction	2111	0	4.4	10.11	10.11	3.05	13.16	R	2.467	6.6	69
