ONET.SOC.2010.Code	OPR.Job.Title	OPR.Field.Title	Prestige1989_GSS	Prestige2012_GSS	Prestige2016_OPR	NumEmployedK	MeanAnnualSal	MedianAnnualSal	Manual	MedSalK
51-9022.00	Grinding and/or Polishing Worker	MfgProduction	22.75	NA	38.29	12.29	41490	38940	1	38.94
51-9023.00	Mixing and Blending Machine Setter, Operator, and/or Tender	MfgProduction	25.82	NA	39.23	105.74	47950	46100	1	46.1
51-9031.00	Cutter and/or Trimmer	MfgProduction	25.56	3.3	29.73	7.22	39260	37040	1	37.04
51-9032.00	Cutting, Slicing, Punching, and Press Machine Setter, Operator, and/or Tender	MfgProduction	33.61	NA	38.97	52.72	44700	44310	1	44.31
51-9041.00	Extruding, Forming, Pressing, and Compacting Machine Setter, Operator, and/or Tender	MfgProduction	32.09	2.9	43.6	57.08	44610	42670	1	42.67
51-9051.00	Furnace, Kiln, Oven, Drier, and Kettle Operator and/or Tender	MfgProduction	40.26	4.1	38.69	14.82	47540	45640	1	45.64
51-9061.00	Inspector, Tester, Sorter, Sampler and/or Weigher	MfgProduction	41.8	4.17	42.49	584.63	49260	45850	1	45.85
51-9071.06	Gem and/or Diamond Worker	MfgProduction	44.55	NA	58.01	24.06	52000	47450	1	47.45
51-9071.01	Jeweler and/or Precious Stone Worker	MfgProduction	44.55	NA	57.32	24.06	52000	47450	1	47.45
51-9071.00	Jeweler and/or Precious Stone Worker	MfgProduction	44.55	4.4	57.32	24.06	52000	47450	1	47.45
51-9071.07	Precious Metal Worker	MfgProduction	44.55	NA	53.71	24.06	52000	47450	1	47.45
51-9081.00	Dental Laboratory Technician	MfgProduction	55.93	4.97	55.69	34.19	52390	47690	1	47.69
51-9082.00	Medical Appliance Technician	MfgProduction	55.93	NA	57.58	12.55	48860	44960	1	44.96
51-9083.00	Ophthalmic Laboratory Technician	MfgProduction	56.67	NA	54.52	18.24	41280	37720	1	37.72
51-9111.00	Packaging and Filling Machine Operator and/or Tender	MfgProduction	25.11	3	30.96	371.6	41200	38330	1	38.33
51-9123.00	Painting, Coating, and/or Decorating Worker	MfgProduction	29.83	NA	41.66	10.7	44050	40230	1	40.23
51-9122.00	Painting, Coating, and/or Decorating Worker	MfgProduction	29.83	NA	41.66	155.88	48480	45560	1	45.56
51-9121.00	Coating, Painting, and Spraying Machine Setter, Operator, and/or Tender	MfgProduction	29.83	3.63	38.02	155.88	48480	45560	1	45.56
51-9141.00	Semiconductor Processor	MfgProduction	28.16	4.1	54.52	26.45	48970	45850	1	45.85
51-9151.00	Photographic Process Worker	MfgProduction	37.98	3.9	45.95	5.77	41900	35620	1	35.62
51-9199.00	Other - Production Worker	MfgProduction	30	3.9	34.89	187.67	51030	48550	1	48.55
51-4011.00	Computer-Controlled Machine Tool Operator	MfgProduction	32.84	5.1	49.71	187.67	51030	48550	1	48.55
51-9199.00	Other - Production Worker	MfgProduction	30	NA	34.89	28.03	67650	63440	1	63.44
51-4012.00	Numerical Tool and/or Process Control Programmer	MfgProduction	39.52	NA	58.01	28.03	67650	63440	1	63.44
51-9191.00	Cementing and Gluing Machine Operator and/or Tender	MfgProduction	35.16	3.1	34.63	12.51	44400	43540	1	43.54
51-9192.00	Cleaning, Washing, and Metal Pickling Equipment Operator and/or Tender	MfgProduction	24.67	2.8	28.52	15.21	41500	39340	1	39.34
51-9193.00	Cooling and Freezing Equipment Operator and/or Tender	MfgProduction	42	3.8	41	6.5	44840	42420	1	42.42
51-9194.00	Etcher and/or Engraver	MfgProduction	38.17	4.25	46.56	8.14	42780	40040	1	40.04
51-9195.00	Molding and Casting Worker	MfgProduction	32	3.67	41.01	38.48	44710	43310	1	43.31
51-9195.04	Glass Blower, Molder, Bender, and/or Finisher	MfgProduction	29.17	NA	47.69	38.48	44710	43310	1	43.31
51-9195.07	Molding and Casting Worker	MfgProduction	32	NA	41.01	38.48	44710	43310	1	43.31
51-9195.03	Stone Cutter and/or Carver	MfgProduction	29.17	NA	42.88	38.48	44710	43310	1	43.31
51-9195.05	Potter	MfgProduction	32.36	NA	39.92	38.48	44710	43310	1	43.31
51-9196.00	Paper Goods Machine Setter, Operator, and/or Tenders	MfgProduction	32.84	3.67	38.53	96.46	48910	47250	1	47.25
51-9197.00	Tire Builder	MfgProduction	32.36	3.15	29.93	20.66	53930	54080	1	54.08
51-9198.00	Helper - Production Workers	MfgProduction	30.8	3.3	33.4	181.81	38160	36700	1	36.7
51-9199.00	Other - Production Worker	MfgProduction	30	NA	34.89	243.5	41400	37430	1	37.43
51-9199.01	Recycling and Reclamation Worker	MfgProduction	27.72	NA	34.22	243.5	41400	37430	1	37.43
53-1011.00	Aircraft Cargo Handling Supervisor	TransportationMaterialMoving	41.72	NA	50.01	9.02	64950	58920	1	58.92
53-2011.00	Airline Pilots, Copilots, and/or Flight Engineer	TransportationMaterialMoving	61.02	6.18	76.01	93.67	250050	219140	1	219.14
53-2012.00	Commercial Pilot	TransportationMaterialMoving	61.02	NA	73.56	52.75	138010	113080	1	113.08
53-2021.00	Air Traffic Controller	TransportationMaterialMoving	64.76	6.2	67.24	22.31	136790	137380	1	137.38
53-2022.00	Airfield Operations Specialist	TransportationMaterialMoving	64.76	NA	66.78	18.32	62140	51140	1	51.14
53-2031.00	Flight Attendant	PersonalCareRelatedSvcs	42.05	4.6	50.16	126.02	70980	68370	0	68.37
53-3011.00	Ambulance Driver and/or Attendant	TransportationMaterialMoving	50.86	4.6	55.13	11.52	34420	32580	1	32.58
53-3031.00	Driver/Sales Worker	TransportationMaterialMoving	23.87	3.9	38.42	463.12	38230	35420	1	35.42
53-3032.00	Truck Driver	TransportationMaterialMoving	30.23	NA	36.36	2044.4	55990	54320	1	54.32
53-3033.00	Truck Driver	TransportationMaterialMoving	30.23	NA	36.36	1003.96	46090	42470	1	42.47
53-3022.00	Bus Driver - School	TransportationMaterialMoving	32.07	NA	32.2	371.53	45210	45660	1	45.66
53-3021.00	Bus Driver - Transit and Intercity	TransportationMaterialMoving	32.07	3.9	36.52	184.99	59860	60170	1	60.17
53-3022.00	Bus Driver - School	TransportationMaterialMoving	32.07	NA	32.2	204.93	36920	35240	1	35.24
53-3041.00	Taxi Driver and/or Chauffeur	TransportationMaterialMoving	28.15	3.2	30.79	204.93	36920	35240	1	35.24
53-3041.00	Taxi Driver and/or Chauffeur	TransportationMaterialMoving	28.15	NA	30.79	17.77	35120	34680	1	34.68
53-3099.00	Other - Motor Vehicle Operator	TransportationMaterialMoving	37.93	3.5	32.89	51.14	39970	35690	1	35.69
53-4011.00	Locomotive Engineer	TransportationMaterialMoving	41.34	5.7	56.64	32.39	75870	74770	1	74.77
53-4013.00	Rail Transportation Worker	TransportationMaterialMoving	47.01	NA	43.35	2.43	57580	57070	1	57.07
53-4021.00	Rail Transportation Worker	TransportationMaterialMoving	47.01	4.6	43.35	13.61	62840	63540	1	63.54
53-4012.00	Locomotive Firer	TransportationMaterialMoving	41.34	NA	40.97	13.61	62840	63540	1	63.54
53-4031.00	Rail Transportation Worker	TransportationMaterialMoving	47.01	5.1	43.35	46.49	72220	71130	1	71.13
53-4041.00	Subway and/or Streetcar Operator	TransportationMaterialMoving	47.01	NA	35.25	14.86	77370	84270	1	84.27
53-4099.00	Rail Transportation Worker	TransportationMaterialMoving	47.01	NA	43.35	1.83	50730	44660	1	44.66
53-5011.00	Sailor and/or Marine Oiler	TransportationMaterialMoving	34.16	4.4	48.53	29.96	53470	48400	1	48.4
53-5021.02	Mate of Water Vessels	TransportationMaterialMoving	54.48	NA	54.62	34.52	97820	88730	1	88.73
53-5021.01	Captain of Water Vessels	TransportationMaterialMoving	54.48	NA	64.01	34.52	97820	88730	1	88.73
53-5021.00	Captain of Water Vessels	TransportationMaterialMoving	54.48	5.07	64.01	34.52	97820	88730	1	88.73
53-5021.03	Pilot of Water Vessels	TransportationMaterialMoving	54.48	NA	59.69	34.52	97820	88730	1	88.73
53-5022.00	Motorboat Operator	TransportationMaterialMoving	24.89	NA	37.37	2.71	51810	46420	1	46.42
53-5031.00	Ship Engineer	TransportationMaterialMoving	42.61	5	62.16	8.86	100550	94270	1	94.27
53-6011.00	Bridge and Lock Tender	TransportationMaterialMoving	27.58	3.6	47.74	3.46	50070	49120	1	49.12
53-6021.00	Parking Lot Attendant	TransportationMaterialMoving	21.22	2.4	19.46	118.13	32700	32840	1	32.84
53-6031.00	Service Station Attendant	TransportationMaterialMoving	21.44	3.1	26.56	92.53	34530	33820	1	33.82
53-6099.00	Other - Transportation Workers	TransportationMaterialMoving	35.94	3.95	32.89	24.94	42110	39110	1	39.11
53-6041.00	Traffic Technician	TransportationMaterialMoving	40.85	NA	47.38	7.53	56680	52240	1	52.24
53-6051.01	Aviation Inspectors	TransportationMaterialMoving	41.8	NA	43.74	27.67	83920	87290	1	87.29
53-6051.07	Transportation Inspector	TransportationMaterialMoving	41.8	NA	45.39	27.67	83920	87290	1	87.29
53-6051.08	Freight and Cargo Inspector	TransportationMaterialMoving	41.8	NA	43.69	27.67	83920	87290	1	87.29
53-6051.00	Transportation Inspector	TransportationMaterialMoving	41.8	3.4	45.39	27.67	83920	87290	1	87.29
53-6061.00	Transportation Attendant	PersonalCareRelatedSvcs	42.05	4.3	39.27	20.19	36780	35620	0	35.62
53-6099.00	Other - Transportation Workers	TransportationMaterialMoving	35.94	NA	32.89	10.94	43530	40300	1	40.3
53-7011.00	Conveyor Operator and/or Tender	TransportationMaterialMoving	26.75	3.2	35.32	24.66	42900	39260	1	39.26
53-7021.00	Crane and/or Tower Operator	TransportationMaterialMoving	42.34	4.8	44.65	42.26	68040	64690	1	64.69
53-7031.00	Dredge Operator	TransportationMaterialMoving	29.86	NA	35.07	0.94	53700	50440	1	50.44
53-7041.00	Hoist and/or Winch Operator	TransportationMaterialMoving	36.22	3.6	36.39	2.23	65810	55950	1	55.95
53-7051.00	Industrial Truck and/or Tractor Operator	TransportationMaterialMoving	35.16	3.8	35.64	778.92	45720	44470	1	44.47
53-7061.00	Cleaner of Vehicles and/or Equipment	TransportationMaterialMoving	19.38	2.95	23.63	365.29	35250	34150	1	34.15
53-7062.00	Laborer - Freight, Stock, and/or Material Moving	TransportationMaterialMoving	26.86	3.15	31.24	3008.3	39760	37660	1	37.66
53-7063.00	Machine Feeder and/or Offbearer	TransportationMaterialMoving	36.7	3.5	30.46	44.5	41000	39250	1	39.25
53-7064.00	Packer and/or Packager	TransportationMaterialMoving	22.05	2.9	28.05	645.21	35450	34830	1	34.83
43-5081.03	Stock Clerk and/or Order Filler	OfficeAdminSupport	27.43	NA	29.93	2872.68	37990	36390	0	36.39
43-5081.02	Marking Clerk	OfficeAdminSupport	27.9	NA	28.23	2872.68	37990	36390	0	36.39
43-5081.04	Stock Clerk and/or Order Filler	OfficeAdminSupport	27.43	NA	29.93	2872.68	37990	36390	0	36.39
43-5081.00	Order Filler - Wholesale and/or Retail Sales	OfficeAdminSupport	23.56	3.07	33.89	2872.68	37990	36390	0	36.39
43-5081.01	Stock Clerk and/or Order Filler	OfficeAdminSupport	27.43	NA	29.93	2872.68	37990	36390	0	36.39
53-7071.00	Gas Compressor and/or Gas Pumping Station Operator	TransportationMaterialMoving	21.44	NA	38.92	4.4	63810	61870	1	61.87
53-7072.00	Pump Operator	TransportationMaterialMoving	32.84	3.9	42.25	11.57	58650	54690	1	54.69
53-7073.00	Wellhead Pumper	TransportationMaterialMoving	26.75	NA	30.01	18.23	69930	71830	1	71.83
53-7081.00	Refuse and/or Recyclable Material Collector	TransportationMaterialMoving	27.72	3.7	30.19	135.43	47810	45760	1	45.76
53-7121.00	Tank Car, Truck, and Ship Loader	TransportationMaterialMoving	26.86	3.8	35.27	11.4	60530	58620	1	58.62
53-7199.00	Other - Material Moving Worker	TransportationMaterialMoving	26.75	3.2	37.44	23.97	45840	40310	1	40.31
53-7032.00	Excavating and Related Machinery Operator	TransportationMaterialMoving	37.73	NA	38.78	23.97	45840	40310	1	40.31
